ra_rad,dec_rad,magnitude,bv
4.0619519801,1.1206531078,5.740,0.976
4.1500152369,-0.9609003177,5.740,0.017
4.1842926434,-1.1351200026,5.740,-0.066
4.2395528674,0.4100616408,5.740,1.519
4.3707757677,0.0206163751,5.740,0.336
4.3910466728,-1.0210803503,5.740,-0.101
4.4512809656,-0.4361415475,5.740,0.407
4.5361876524,1.3986440178,5.740,1.499
4.6170870561,-0.1906993462,5.740,1.228
4.7077119523,-0.6433000119,5.740,0.915
4.7130503110,1.3963348775,5.740,0.516
4.7396740560,-0.0829249880,5.740,0.968
4.8430494033,-1.0039682457,5.740,0.987
4.8592162494,-0.2592444776,5.740,0.043
4.8762685757,1.0912948747,5.740,-0.045
5.2302585787,-1.2071387716,5.740,0.224
5.6677836035,1.0033729852,5.740,0.200
5.7372721942,0.9880523077,5.740,0.655
5.7922087996,0.3399120463,5.740,0.331
6.2163329450,-1.3751700808,5.740,1.108
6.2276193348,-0.2078883719,5.740,1.068
0.4089041859,-0.1226153279,5.750,0.639
0.4439559915,-0.1976527572,5.750,0.443
0.6021281478,1.0105425038,5.750,1.175
0.7904904225,-0.1337447816,5.750,1.043
1.0951229185,0.5862001070,5.750,1.412
1.2920581761,0.9227514041,5.750,0.105
1.3721810926,-0.6279170366,5.750,1.009
1.4535229060,-0.6132978093,5.750,1.085
1.6132648945,0.4034060853,5.750,0.192
1.6954483864,0.5322038338,5.750,0.779
1.7474269565,1.3612832046,5.750,1.488
1.7816223460,-0.0230195393,5.750,0.292
1.7857924538,-0.0396545497,5.750,-0.098
1.8012865523,0.1462651079,5.750,0.270
1.8647815898,-0.4160990932,5.750,-0.117
1.8822698204,0.4687358769,5.750,0.130
1.9022028731,0.4869018096,5.750,1.605
1.9607397297,-0.1802342808,5.750,1.616
2.2165260819,-0.6128507481,5.750,-0.151
2.3352817701,-0.3183688124,5.750,1.327
2.4904463640,-0.5565719158,5.750,0.066
2.6162647307,0.5174069148,5.750,1.059
2.9393817177,-0.9290703957,5.750,1.309
3.1804124899,-0.7736344507,5.750,0.240
3.3744411962,-1.0529307571,5.750,0.295
3.3813227827,0.8237381923,5.750,1.451
3.5129608269,0.4163381441,5.750,0.090
3.9627795022,-0.7083231988,5.750,-0.113
3.9719790812,-0.4595909399,5.750,1.045
3.9894714462,-1.2231175866,5.750,3.271
4.2219817303,-0.2224493745,5.750,0.018
4.2953522695,0.9635106848,5.750,0.001
4.5576027667,0.2845062310,5.750,0.074
4.6425155031,0.9390170694,5.750,0.017
5.1866863676,0.2062262947,5.750,0.546
5.2376679453,-1.1684867616,5.750,1.033
5.4166036600,-0.5514941849,5.750,1.551
5.4218011543,1.4404404497,5.750,0.000
5.5350718265,-1.1157586231,5.750,1.180
5.5425523423,0.9348524600,5.750,-0.111
5.5827807410,0.8641176430,5.750,-0.119
5.6205591956,0.5624381048,5.750,0.333
5.7822272276,0.4655437010,5.750,1.249
5.8342356898,-0.0940237504,5.750,0.878
5.8390440747,1.0961433487,5.750,1.256
6.1270693959,-0.9056718429,5.750,1.611
6.1397324545,0.7489558631,5.750,-0.007
0.4354167347,-0.9808122093,5.760,0.880
0.5054938246,0.4115018893,5.760,1.185
0.7114269584,0.9617814726,5.760,-0.110
0.7671084252,0.3199474715,5.760,1.452
0.9159458908,-0.7441081425,5.760,0.205
0.9276387788,0.1635973580,5.760,-0.072
0.9857092507,0.4285570628,5.760,-0.036
1.0194680551,0.8491113250,5.760,1.040
1.1374634920,0.1070026100,5.760,0.914
1.1895548413,-0.0560170540,5.760,-0.117
1.2590029088,-0.2850032687,5.760,0.537
1.4628383655,-0.5773501039,5.760,1.120
1.6232536561,0.3454101326,5.760,-0.071
1.6566778572,-0.6003337609,5.760,-0.080
1.6830539544,-0.8408454973,5.760,-0.061
1.6956905725,-0.3048393620,5.760,1.118
1.7382758147,0.5058724006,5.760,-0.001
2.0062469891,-0.6677743511,5.760,-0.071
2.0629688889,-0.0947409557,5.760,0.412
2.2459397061,0.6356422607,5.760,0.051
2.3963017422,-0.2156826571,5.760,0.937
2.7574340307,-0.7865624762,5.760,-0.194
3.0297425005,0.0534099630,5.760,0.480
3.2930299439,-0.7796912465,5.760,0.683
3.3566650761,0.4808797278,5.760,0.051
3.4581460641,0.2016919242,5.760,1.499
3.4948559953,-0.8182104859,5.760,1.106
3.5105282311,-0.0901289803,5.760,0.415
3.6592953532,0.3786704519,5.760,-0.002
3.8744533652,-0.4650631326,5.760,-0.007
3.8803520622,0.8048796220,5.760,0.482
3.9684363519,-1.1708389969,5.760,0.675
4.0939752155,0.8167748408,5.760,0.353
4.1717685865,-1.0556183658,5.760,0.087
4.2778923139,-0.9623694186,5.760,0.970
4.3250299999,0.3873838162,5.760,1.605
4.4606756052,0.4451570393,5.760,1.018
4.5326078323,-0.7702093727,5.760,-0.049
4.5514635753,-0.9865569089,5.760,0.994
4.5566762551,-1.0589575614,5.760,-0.067
4.6142938324,0.4242893911,5.760,0.114
4.6979781995,-0.4898335228,5.760,0.207
4.8056904099,-0.3291690859,5.760,0.670
4.8479755544,0.2954590361,5.760,0.053
4.8764471110,-0.0054013102,5.760,0.067
4.9027263824,-1.1266349003,5.760,0.967
5.0893898901,0.2273082171,5.760,0.456
5.1177278234,-0.9282641424,5.760,0.300
5.2038238085,-0.9594253919,5.760,0.915
5.2104097409,-0.1496482117,5.760,1.664
5.3163276984,0.9668616969,5.760,0.118
5.3812586042,-1.4131034272,5.760,1.122
5.4993515730,-0.8947484835,5.760,0.480
5.6043114299,-0.7157018498,5.760,-0.036
5.8135788348,1.1046369503,5.760,1.645
5.8662741033,-0.2361320339,5.760,0.970
5.8757516387,0.0766856859,5.760,0.519
5.8975988653,-1.5004116147,5.760,1.020
6.0178816746,0.2047069373,5.760,0.293
6.2519532357,-0.1570230126,5.760,1.171
0.0650509314,-0.1670205225,5.770,-0.084
0.1108435581,0.0338540182,5.770,0.855
0.2991390845,1.0168890214,5.770,-0.019
1.1546411810,0.5927083421,5.770,0.400
1.2592830333,-0.0990307608,5.770,0.631
1.4312870802,0.3008795713,5.770,1.634
1.4395165856,0.0312284816,5.770,-0.192
1.7905455775,-0.2981817331,5.770,1.435
1.8898420603,-0.1963729459,5.770,1.508
1.9397481935,0.4823715944,5.770,0.368
2.0081975691,0.6692384489,5.770,1.654
2.0893448624,-1.0615871308,5.770,-0.082
2.1467527302,-0.8140975082,5.770,0.626
2.1564460918,-0.6194176806,5.770,1.024
2.4672636227,-1.0812397785,5.770,0.137
2.5084330562,1.2602268394,5.770,0.530
2.6738709362,0.0805413566,5.770,1.178
2.8071380963,0.0828624638,5.770,1.168
2.9375845039,-0.7744412666,5.770,1.661
3.0091380741,-0.4269775420,5.770,0.067
3.2001369210,-0.6794425009,5.770,-0.144
3.4711671664,0.7130577445,5.770,0.198
3.6293555354,-0.8185361411,5.770,-0.153
3.6652010853,-0.4365138764,5.770,0.480
3.9594209286,-0.8567579080,5.770,0.920
4.0838563109,0.9534832588,5.770,0.051
4.3474296490,-0.0405716380,5.770,0.827
4.3661365142,0.0736492081,5.770,-0.004
4.5551359850,0.1545065029,5.770,1.251
4.6828773007,0.1064899388,5.770,0.425
4.8495204968,-0.1884228866,5.770,0.379
5.5261664828,0.5442749362,5.770,0.554
5.6415285937,0.8722741851,5.770,-0.042
5.6680428506,0.3536988396,5.770,0.314
6.0867338808,-0.7174245167,5.770,1.160
6.1125244061,0.6664073074,5.770,0.468
6.2371868224,0.0187820375,5.770,0.167
6.2454606426,0.1625486336,5.770,1.661
0.0188926560,-0.2884861027,5.780,1.084
0.0581452734,-1.4834247649,5.780,1.710
0.1590681224,1.0528910683,5.780,0.294
0.4508582067,1.0568201176,5.780,-0.010
0.4742627881,0.5705517929,5.780,0.572
0.4924818625,-0.2954711474,5.780,0.260
0.6849406610,-0.6034995451,5.780,0.653
0.7179829050,0.2672423980,5.780,-0.024
0.8387939973,0.4757238410,5.780,-0.106
0.8922775960,0.5853129507,5.780,-0.001
1.0118341866,0.5996797520,5.780,-0.036
1.1386845678,-1.4238382115,5.780,0.359
1.1869577787,0.9409214859,5.780,0.119
1.2136904897,0.2798337112,5.780,0.312
1.2395706924,-0.1484153039,5.780,-0.076
1.4037945147,0.1471060560,5.780,-0.114
1.4224306125,-0.3437495645,5.780,0.441
1.5135011658,0.1661962331,5.780,0.888
1.6214535526,0.8501671378,5.780,0.100
1.6246197264,0.5706071175,5.780,1.646
1.6765241073,-1.0521075988,5.780,-0.001
1.7246636405,0.0155372062,5.780,0.004
1.7925863554,-0.0094401707,5.780,0.396
1.8425944972,0.2676638342,5.780,1.140
1.8572503381,0.1603224601,5.780,1.513
1.9009129848,0.1392378713,5.780,1.537
1.9594895241,-0.5490145420,5.780,-0.185
1.9834792931,-0.4714531356,5.780,1.045
2.0015945078,-0.6369898467,5.780,-0.148
2.0473384210,-1.0521488476,5.780,0.428
2.0493797782,-1.1553377036,5.780,-0.040
2.1002682933,1.0305715026,5.780,0.421
2.3291901027,-1.0533744239,5.780,-0.088
2.4066188528,-0.8130426215,5.780,-0.218
2.6767542442,-0.9033089052,5.780,0.136
3.1644873402,1.3422582640,5.780,1.029
3.2720703746,-0.9865463154,5.780,1.572
3.2987480178,-0.6958541351,5.780,0.003
3.4520355486,-0.7371030042,5.780,0.521
3.8663368122,0.2640995195,5.780,1.335
3.9024742810,-0.2076653418,5.780,0.982
4.1456729032,-0.9286856844,5.780,-0.076
4.1693293052,-1.0502980780,5.780,0.355
4.1772511580,-0.6315533898,5.780,1.095
4.2471671841,-0.9693724009,5.780,0.365
4.4286642642,-0.7182179567,5.780,0.132
4.5849073984,1.5178787686,5.780,0.239
4.6306666919,-0.8189404198,5.780,-0.004
4.6756986381,-1.0500608706,5.780,1.008
4.8804289205,-0.4102377765,5.780,-0.018
5.0031604532,0.4232561836,5.780,0.104
5.3839655818,0.8149617012,5.780,-0.140
5.4750846212,-0.3128135154,5.780,1.122
5.6166746237,-0.3699436572,5.780,1.440
5.7228071651,0.3460408755,5.780,-0.100
5.8059419608,0.2028864881,5.780,1.617
5.8694304775,-1.2292637003,5.780,0.396
6.2603959057,0.0019077964,5.780,1.466
0.0905768781,0.5744085645,5.790,1.595
0.4002075581,-0.5285394774,5.790,1.073
0.5923966495,0.4499971481,5.790,0.439
0.6810337351,0.1201985616,5.790,0.918
0.6990351188,-0.1649837921,5.790,0.524
0.8543365913,0.9972919602,5.790,0.644
0.9319354457,0.6963772685,5.790,0.139
0.9861738249,1.1728892737,5.790,0.347
1.1936620458,-1.0964800194,5.790,1.028
1.2908275794,0.2625023765,5.790,-0.085
1.2994446817,0.4179812595,5.790,1.109
1.3009532717,0.4372120549,5.790,0.018
1.4606065935,-1.2870280706,5.790,1.717
1.5273583767,0.1722852577,5.790,0.876
1.5973790001,-0.5193859615,5.790,0.041
1.6536249522,-0.3652208086,5.790,-0.155
1.7500882317,0.0086450192,5.790,-0.094
1.9422837607,-0.2400172896,5.790,0.432
1.9435163576,-0.4401330578,5.790,-0.103
1.9541623556,-0.2017053850,5.790,0.583
2.0152624204,0.2352782916,5.790,1.669
2.2508952713,-0.8895882363,5.790,-0.132
2.2947603104,-1.3876130739,5.790,1.595
2.3247799232,-0.6758628059,5.790,1.508
2.4415071326,-0.2763670034,5.790,1.285
2.4509727085,0.9895880628,5.790,1.511
2.5796002718,-1.0371754193,5.790,1.354
2.7493626838,0.6793717100,5.790,0.087
2.8087676033,0.9983144195,5.790,-0.038
2.9229459171,-0.5649199437,5.790,0.027
2.9410131401,0.1406856761,5.790,1.128
3.2452036265,-0.6791317106,5.790,-0.064
3.4019024923,-0.0665306563,5.790,0.203
3.4435662924,0.1749250706,5.790,1.025
3.5787075575,-1.1270734705,5.790,0.401
4.0919273474,-0.4038988202,5.790,1.074
4.2032883226,0.6393452925,5.790,0.586
4.3120152759,-0.6489113451,5.790,1.104
4.4486969246,-1.2089575206,5.790,-0.103
4.7465321969,0.4554845007,5.790,0.127
4.8660217205,0.3177094415,5.790,0.006
5.0319055605,-0.4521587177,5.790,1.387
5.1007965974,0.0340417313,5.790,0.088
5.2133165894,0.6456963553,5.790,0.773
5.4128855745,-0.2814200244,5.790,0.997
5.6517848612,-0.0695217796,5.790,1.110
5.7676284098,0.9229694253,5.790,-0.106
5.7937881634,0.3787875083,5.790,-0.077
5.8648068978,-0.0844219226,5.790,-0.033
5.8868665298,0.4671059315,5.790,1.252
5.9937629500,0.7810202351,5.790,0.282
6.0388127907,-0.7239433044,5.790,1.069
0.0094610817,0.4726745358,5.800,0.690
0.0222631932,1.0701306540,5.800,-0.067
0.1996613958,-0.8299387079,5.800,0.635
0.2381811868,0.3349010618,5.800,-0.016
0.3105435168,0.6584101217,5.800,-0.095
0.6876620398,1.1474725836,5.800,1.561
0.7321398447,1.4215440652,5.800,1.300
0.7770505511,0.3607374468,5.800,0.415
1.0197989442,1.0118570985,5.800,0.182
1.0978267939,-0.3552819622,5.800,0.165
1.3453717831,-0.1512384405,5.800,-0.059
1.4372557508,-0.0601509169,5.800,1.149
1.5945893068,-0.6198300754,5.800,0.027
1.8109782401,-0.3561322701,5.800,0.048
1.8636538235,-0.7137221696,5.800,-0.158
1.8944713318,-0.0680988862,5.800,1.585
1.9323744326,0.9648422978,5.800,-0.078
1.9414667553,0.9056035003,5.800,1.610
2.0252871182,-0.6294094410,5.800,0.320
2.0812653073,0.2755923966,5.800,1.285
2.1831865663,0.3621160440,5.800,1.137
2.2428657270,-0.0375517107,5.800,0.007
2.3506623236,-0.2815692038,5.800,0.521
2.3595211155,-1.0640195268,5.800,1.211
2.5352469012,-0.9993675414,5.800,1.083
2.5576377830,0.1170863866,5.800,1.639
2.6594591196,-1.1987406299,5.800,0.015
2.6992985043,-0.9793111074,5.800,0.481
2.8374731179,-0.1552952544,5.800,0.156
2.9887983336,0.1994962258,5.800,1.376
2.9966780303,-0.9278155460,5.800,0.517
3.0381784295,0.4848760421,5.800,0.248
3.2179206032,0.9283638540,5.800,1.330
3.8663964326,-0.4040963897,5.800,0.980
3.8832410315,0.4994404795,5.800,0.046
4.1098660803,0.3222582346,5.800,0.207
4.2618602501,0.5087680267,5.800,0.063
4.6016110833,0.1673194795,5.800,0.040
4.9281789563,-0.7995370778,5.800,0.891
5.2395020868,-0.7873689591,5.800,0.295
5.2538944811,0.2979307262,5.800,0.600
5.7987830362,-0.3232278499,5.800,-0.154
5.8332224237,-0.1577789287,5.800,1.158
5.9219667972,1.3154862610,5.800,1.594
5.9929301050,-0.2027464191,5.800,-0.082
0.4353730500,-0.9807811327,5.800,0.860
0.3068471429,0.4443217906,5.810,1.466
0.6104478333,-0.9764208913,5.810,1.570
0.6232511663,0.7225016843,5.810,0.289
0.6832288344,0.1349144052,5.810,1.040
0.7981867808,-0.8198690493,5.810,1.304
0.9200570317,-1.1604644259,5.810,-0.055
0.9974342554,-0.3648257654,5.810,1.602
1.1479664880,-0.4344500935,5.810,1.507
1.3885001782,1.2787690793,5.810,-0.023
1.4779684680,-0.7104765271,5.810,-0.078
1.5648003651,-0.7685480994,5.810,1.061
1.7710524344,-0.9147216713,5.810,1.551
1.9047252444,-0.6687914639,5.810,-0.133
2.6932291647,0.4032796108,5.810,0.500
2.8797490678,-0.7645783125,5.810,-0.064
3.4839480350,0.5951276670,5.810,1.366
3.5005695834,-0.9107644007,5.810,0.072
3.5722581280,-0.5159344646,5.810,0.431
3.6024247214,-0.4558103520,5.810,0.023
4.1550884605,0.9743599523,5.810,0.972
4.6337079895,1.2593756711,5.810,0.530
4.7874110895,-0.3032315195,5.810,1.569
4.8257470294,0.5206130428,5.810,0.068
5.0717482735,-0.0044042433,5.810,1.093
5.2631685604,0.9279162993,5.810,0.445
5.2947174957,1.0583775850,5.810,1.476
5.5897677769,0.1283602855,5.810,1.663
6.0530043479,-0.8846494753,5.810,0.486
6.1081003439,0.7344004143,5.810,1.512
6.1851588821,0.7754322268,5.810,-0.064
6.2809526889,0.5885927032,5.810,0.539
0.3980513322,1.2263486830,5.820,0.489
0.7770882059,-0.4120026322,5.820,1.334
0.9189845376,0.8395661389,5.820,-0.033
0.9459167849,0.0102583063,5.820,0.885
1.0018634079,1.1047404738,5.820,0.189
1.2717787430,-0.6092296285,5.820,0.105
1.6016064861,-0.5988577323,5.820,-0.137
1.6889064430,-1.0123278969,5.820,1.279
1.7070116968,-0.6153828533,5.820,0.813
1.7123997844,0.5664448278,5.820,0.188
2.0473340762,-0.8178214468,5.820,-0.142
2.2214818695,-0.7707446098,5.820,-0.160
2.9807421492,-0.9909866834,5.820,-0.004
3.2070121768,-0.3638002646,5.820,1.052
3.2509095475,0.9909600384,5.820,1.622
3.4785808670,-0.7675867203,5.820,0.187
3.5174228636,1.2634696031,5.820,1.652
3.6491789364,-0.8132003551,5.820,1.140
3.9644836680,0.4382283517,5.820,1.233
4.0608285860,-0.2898898397,5.820,1.056
4.0754684839,-0.6992911635,5.820,1.695
4.0939809523,-0.3668040944,5.820,1.077
4.1925087515,0.0772720638,5.820,1.003
4.5583659522,-0.3742244064,5.820,0.939
4.6962738292,0.0116998987,5.820,0.058
4.8869501106,-0.1359750853,5.820,1.536
4.9079823817,-0.4365227979,5.820,0.033
4.9108012712,0.0959953381,5.820,0.041
4.9348100045,-0.1705901483,5.820,0.594
4.9896238218,0.0317434868,5.820,0.182
5.1005125712,0.4322957614,5.820,1.023
5.3248109053,0.3105451690,5.820,1.500
5.9192438150,-0.5526373685,5.820,1.074
5.9698290387,0.6530443991,5.820,1.024
5.9957126577,0.7047099604,5.820,1.136
6.1667976323,-1.3506287531,5.820,0.681
0.1835090087,1.1544932763,5.830,1.042
0.2806709232,1.0747769612,5.830,0.569
0.4805889105,0.3887779937,5.830,0.743
0.7353717846,0.3191123437,5.830,1.216
1.4710830903,0.4699207039,5.830,-0.075
1.6211422210,0.4262138124,5.830,1.110
1.6314635116,-0.0652992880,5.830,0.910
1.6345519543,-0.0797346233,5.830,-0.155
1.9304352065,-0.1044200570,5.830,0.352
1.9821044107,0.0588477078,5.830,-0.018
2.1077877544,-0.5665957913,5.830,1.225
2.1431766577,-0.8458213535,5.830,-0.146
2.4309325424,-0.2543654874,5.830,1.049
2.4378146826,-0.8999031295,5.830,0.474
2.6031214923,-0.5832627899,5.830,1.202
3.0066668500,1.0782359243,5.830,0.382
3.1240238866,0.9878312182,5.830,1.101
3.3538973726,1.0527795019,5.830,0.467
3.6388109403,-0.8225416314,5.830,-0.053
3.7838891189,-0.8051946308,5.830,0.311
3.8321041931,0.9428851453,5.830,0.007
3.9361849257,-0.4897500523,5.830,0.164
4.2942975259,0.1212690924,5.830,0.018
4.3466847066,0.8135561364,5.830,1.044
4.3565086645,-0.7574454209,5.830,-0.053
4.5672533853,0.8422970269,5.830,0.121
4.5878504097,-1.4112581105,5.830,1.617
4.7465364396,0.4555532808,5.830,0.158
5.1812846838,0.6703393188,5.830,-0.087
5.3150357875,0.7109089460,5.830,0.073
5.4821856031,0.8853810598,5.830,0.337
5.5071684356,0.9890713514,5.830,-0.058
5.5511434234,-0.7028329485,5.830,0.450
5.5771321944,-0.0788797763,5.830,-0.130
5.7740605299,0.1987328239,5.830,-0.050
5.8761191073,1.3750725363,5.830,0.171
6.0648327766,-0.7480706650,5.830,0.475
0.0450054709,-0.0916051346,5.840,0.973
0.0467480993,-0.2195606163,5.840,1.000
0.3644072210,-0.5401029112,5.840,1.612
0.5136898954,0.4852779904,5.840,1.576
0.5635452318,-0.7595078753,5.840,1.197
0.6670521930,0.6028787797,5.840,1.083
0.6907615527,-0.5269858049,5.840,0.476
0.7938425420,-0.1738593442,5.840,1.092
0.8615089153,-0.8334237592,5.840,1.228
1.0908531115,1.5119113361,5.840,0.393
1.2623875125,0.5687712256,5.840,0.250
1.3039779667,-1.4393819772,5.840,0.932
1.3435716072,0.3788205853,5.840,0.168
1.8836178975,-0.3644782079,5.840,-0.038
1.8967348577,0.4343249093,5.840,1.554
1.9772963444,-0.4312836226,5.840,0.156
2.6908442495,0.4428023429,5.840,1.206
2.7887210302,0.6616543211,5.840,0.595
3.0384999311,-1.0655659719,5.840,-0.102
3.3221617642,-0.8053923316,5.840,1.475
3.3872183989,0.9442142087,5.840,0.204
3.4657404032,-1.3691663598,5.840,1.040
3.4676274080,-0.8544612336,5.840,1.061
3.7414369733,0.2663962309,5.840,1.678
3.8016476030,-1.1818880444,5.840,1.006
3.9875910847,-0.4571640299,5.840,1.139
4.0952840110,0.8800523157,5.840,0.847
4.1786428338,-0.3662238321,5.840,0.012
4.3709924484,-0.5785026299,5.840,0.653
4.4263689032,-0.7413965075,5.840,0.626
4.5951165551,-0.7186055687,5.840,0.041
4.6789194971,-0.6006872142,5.840,1.129
4.7391070221,-0.1452804323,5.840,0.184
4.8835975105,-0.8361831840,5.840,0.233
4.9514365715,0.8527574184,5.840,0.452
5.0695191464,-0.3195416555,5.840,1.062
5.0897209431,0.3471720458,5.840,1.558
5.0978739018,0.0511386725,5.840,-0.003
5.2902288009,-0.2202168746,5.840,0.476
5.6243072531,0.3871041790,5.840,1.370
5.7400238825,1.1400631789,5.840,-0.037
5.9292173798,0.3407277621,5.840,0.922
5.9610403195,0.7774753184,5.840,0.358
0.7111853596,0.9342067701,5.850,1.125
1.0422810998,-0.0954685806,5.850,1.001
1.1375790216,-0.1325140087,5.850,-0.124
1.2141550428,0.3610165069,5.850,-0.019
1.8174737627,0.8076336273,5.850,-0.079
1.8868739033,0.4211234026,5.850,0.397
2.3681803516,0.1273787847,5.850,1.100
2.4178784711,-0.7704899438,5.850,-0.113
2.4214384051,-0.6562856171,5.850,0.827
2.6024296795,0.1559130078,5.850,1.129
2.8335745177,-1.0353955070,5.850,0.008
2.8349592829,-0.1719619666,5.850,1.074
3.1053487563,-0.5381689336,5.850,0.554
3.2002022130,0.1791116398,5.850,0.262
3.5844589690,1.1313645032,5.850,0.073
3.9035681760,-0.5812046729,5.850,1.429
3.9647482175,-0.7481863721,5.850,-0.123
4.0907624800,0.9513568628,5.850,1.098
4.1348246932,0.9665044675,5.850,0.249
4.8820788725,-0.3674244635,5.850,0.673
5.0269188268,0.8701470838,5.850,0.666
5.0786534545,0.7572664324,5.850,0.924
5.9209455776,-0.7084471956,5.850,0.060
6.0245057207,0.0525659144,5.850,1.343
6.0800364731,0.1931207037,5.850,1.004
6.2504598128,-0.2487306613,5.850,1.252
0.0748340838,0.8368400886,5.860,-0.079
0.2100906241,1.2684089867,5.860,1.010
0.4720341321,0.2959301874,5.860,-0.039
0.5803935984,-0.3665215423,5.860,1.006
0.7491634609,0.8175460697,5.860,0.903
0.9533318240,-0.1290123463,5.860,0.980
1.1407936346,-0.0017133822,5.860,1.320
1.2363909063,0.8722071557,5.860,0.013
1.3210247764,-0.0734804653,5.860,1.212
1.4271935357,-0.7145990491,5.860,0.239
1.4468778958,-0.8015479883,5.860,1.349
1.6339614854,0.3125248091,5.860,0.253
1.7051229575,1.0151294496,5.860,0.934
1.8437430903,0.2910240035,5.860,1.659
1.9114446924,-0.7677142429,5.860,-0.117
1.9609966481,-0.1317927469,5.860,0.487
2.0748643984,0.1546857309,5.860,0.369
2.1572177294,-0.7999633257,5.860,-0.176
2.3127236022,-0.5142263047,5.860,0.948
2.4323793514,-1.3043646722,5.860,-0.024
2.4887293596,-0.2718760771,5.860,1.193
2.4938591416,-0.6233399854,5.860,1.287
2.6109303149,1.2719873908,5.860,1.155
2.6669199090,0.6527863084,5.860,1.282
2.8806436561,-0.2458011464,5.860,1.501
3.2949028538,0.3819021932,5.860,1.242
3.3120140178,-0.5309708196,5.860,1.207
3.7465134382,-0.3266552564,5.860,0.013
3.8113604631,-0.9194311101,5.860,1.085
3.8115384626,-0.9599071363,5.860,0.482
3.8845068246,0.4173404103,5.860,0.576
4.1191093587,0.0438980544,5.860,0.684
4.1449755069,-0.8536825565,5.860,0.068
4.2268762809,-0.4133884900,5.860,0.020
4.2380754730,-0.7176759527,5.860,0.273
4.3953023681,0.7372081903,5.860,1.504
4.4218806014,-0.3563186504,5.860,0.685
4.5505987579,-1.0124712071,5.860,1.075
4.7106991519,-0.0841445268,5.860,1.561
4.7607895110,-0.7218527007,5.860,0.295
4.7615324709,-1.3245567211,5.860,1.253
4.7672311326,-1.2858262439,5.860,0.464
5.0176509778,-0.7311577975,5.860,-0.080
5.1650905128,0.7290782802,5.860,1.598
5.3146290773,-0.3806556155,5.860,1.002
5.3470217576,-0.5002684252,5.860,1.101
5.4510714313,-0.4499675209,5.860,-0.069
5.9910074704,0.2939342846,5.860,1.132
6.1740319381,1.2503895335,5.860,1.681
6.2381674525,0.6357410818,5.860,0.806
0.0113507568,1.1536445904,5.870,1.073
0.3324780076,1.2521662679,5.870,2.042
0.3482146540,-0.0088842261,5.870,0.635
0.5365846418,-0.2671389085,5.870,0.966
1.1670993815,0.1956915510,5.870,0.049
1.4748845912,0.1316226017,5.870,-0.061
1.5266904425,-0.4009347948,5.870,0.055
1.5511738255,-0.0805739253,5.870,1.173
1.6871214401,-0.0263079742,5.870,0.070
1.7350313352,0.9923511183,5.870,0.006
1.7882233802,0.2827937401,5.870,-0.136
1.9112966930,0.7135498074,5.870,0.181
1.9245406353,-0.4518944249,5.870,1.604
1.9634759021,-0.9189360508,5.870,1.010
2.0340755975,-0.6620674382,5.870,-0.111
2.0980274576,-0.9451180449,5.870,-0.134
2.0984582682,0.4431885933,5.870,1.021
2.4902373147,0.5874029616,5.870,1.032
2.8284598367,-0.5530573167,5.870,0.028
2.9912837085,-0.6588194757,5.870,1.503
3.3456672621,-0.5814648637,5.870,1.326
3.3605408559,0.6547940841,5.870,0.170
3.6377825635,-0.9315402154,5.870,0.009
3.7481613315,-0.4505641776,5.870,0.518
3.7835176521,-1.1488044492,5.870,1.502
4.1654850246,-0.4405863996,5.870,-0.065
4.5086233383,-1.1728017561,5.870,1.070
4.6126762187,1.2645921697,5.870,1.016
4.6456307697,-0.7457670131,5.870,0.163
4.8415222781,0.4165437993,5.870,-0.096
5.2350674854,-0.1738040354,5.870,0.598
5.3058454624,0.7955127834,5.870,0.447
5.3395707309,0.6540874192,5.870,-0.173
5.4571919236,-0.2189499089,5.870,1.075
5.5897309562,-0.0795892007,5.870,0.912
5.8191235839,0.4993040897,5.870,1.169
0.0813215502,0.5500793776,5.880,-0.014
0.1371271695,0.5861102232,5.880,1.133
0.1717568099,0.3708907108,5.880,0.850
0.2430661975,-0.1282319383,5.880,1.520
0.4272457921,-1.4481868648,5.880,0.620
0.6370706423,-0.2677552663,5.880,0.116
0.6568510360,0.4404344712,5.880,0.412
0.7924969524,-0.4902901055,5.880,0.794
1.0736083513,1.1986916493,5.880,1.543
1.1243024485,-1.1040150918,5.880,-0.061
1.1983133699,0.5054674302,5.880,-0.048
1.3602915043,0.0180995463,5.880,0.662
1.4932715812,-0.3904949963,5.880,0.080
1.5945787681,-0.1787670208,5.880,0.374
1.6368572175,-0.3538163884,5.880,1.322
1.6456687133,-0.6501961940,5.880,0.139
1.6810826550,-0.0165087655,5.880,0.564
1.7019124543,0.8148166262,5.880,1.448
1.7118193155,0.0847531726,5.880,0.997
1.7476742704,1.2522525459,5.880,1.223
1.7612296005,0.0686355578,5.880,-0.046
1.8192203143,0.8151621734,5.880,1.093
2.1547679275,0.9852775678,5.880,1.016
2.1940197043,-0.4598631840,5.880,0.379
2.2380207699,0.6635107890,5.880,1.106
2.3471451994,-0.8477572085,5.880,1.060
2.4887985318,-1.0186062566,5.880,1.676
2.7098706515,1.1998728625,5.880,0.241
2.8776791479,-0.2854259327,5.880,1.600
2.9526517696,0.8635234675,5.880,1.102
3.2819403084,-1.2741087814,5.880,1.078
3.3021160130,-0.1017858285,5.880,0.072
3.3480459803,1.0957378554,5.880,0.215
3.5051224668,-0.0859474710,5.880,1.431
