ra_rad,dec_rad,magnitude,bv
2.3980510782,-0.1533733861,5.470,1.002
2.7814055545,-1.0250901531,5.470,0.500
2.8808624078,0.7945834205,5.470,1.466
3.2237717816,1.3117992515,5.470,0.054
3.2700956556,0.4207801241,5.470,0.445
3.2768964721,0.4287779628,5.470,0.056
3.4934100482,-0.9206232173,5.470,-0.125
3.6755749594,-0.4787398498,5.470,1.331
3.8855158557,0.6505199312,5.470,1.030
4.1902160996,-0.2885614022,5.470,0.517
4.5337514815,-0.8139558438,5.470,0.764
4.6924041282,0.4546581048,5.470,0.341
4.7579285551,-1.0821424876,5.470,0.592
4.7700355804,-0.7214512340,5.470,-0.155
4.8153954630,-1.3097697130,5.470,0.043
4.8551658004,-0.2594547550,5.470,1.998
4.8556482644,0.5332715435,5.470,-0.077
5.4119624532,-0.5834957348,5.470,1.118
5.4711631921,0.5836012962,5.470,1.522
5.6232206997,-1.2130978318,5.470,1.553
5.8730906963,1.2351851895,5.470,1.216
5.8846105378,-0.6829786049,5.470,0.959
0.6318859917,0.1851892941,5.480,-0.098
0.7447033497,-0.6226610234,5.480,1.259
1.0153202684,-0.0935716202,5.480,-0.090
1.3860998960,-0.2359654710,5.480,0.932
1.6642234577,-0.2054817655,5.480,0.002
2.0417967698,-0.2128028400,5.480,0.478
2.0690157594,-0.6261767883,5.480,-0.175
2.2788323763,-0.8394874941,5.480,-0.172
2.3797636627,0.8470137671,5.480,0.475
3.0485095240,-0.2304173707,5.480,0.520
3.2889820160,-0.1649698713,5.480,-0.035
3.8896483417,1.0348752703,5.480,1.369
3.9128908564,-0.1991368425,5.480,1.491
4.1139435345,0.9138701481,5.480,-0.042
4.2360251855,1.3243132985,5.480,-0.093
4.2757050778,0.6930455374,5.480,0.410
4.3929908988,-0.6872576337,5.480,0.975
4.4083657747,0.1264959391,5.480,0.108
4.4383123216,-0.5804876467,5.480,1.606
5.4381591625,-0.6841561936,5.480,-0.078
5.4685938618,0.7885689481,5.480,1.088
5.6033426118,-0.2247653929,5.480,0.297
5.6081034124,-0.0620769527,5.480,1.451
0.2015669279,-0.3930847457,5.490,0.978
0.4055019568,-0.6434196594,5.490,1.021
0.4629450541,-0.8869109722,5.490,1.615
0.8121549275,1.3861149251,5.490,1.569
0.8630178508,0.7683816258,5.490,-0.060
1.0318306206,0.6122771870,5.490,-0.058
1.2549126971,-0.2955620143,5.490,0.632
1.5254572230,-0.2527876504,5.490,0.870
1.6099109737,-0.3914321801,5.490,-0.010
2.0334678358,-0.1182026111,5.490,1.378
2.2790364970,-0.9267708158,5.490,-0.127
2.4290159858,-0.1526248442,5.490,-0.081
2.4866946189,-0.4640763377,5.490,1.345
2.6888569935,0.5115647528,5.490,0.020
2.8205451314,0.2477432880,5.490,0.908
3.2797890695,-1.0371431002,5.490,0.622
3.3122940302,0.3676110091,5.490,0.978
4.2569503085,-0.1460743131,5.490,0.652
4.7474593180,0.6353219078,5.490,1.161
4.7746318807,-0.3789662007,5.490,1.528
4.8602682502,-0.4194424572,5.490,1.795
4.9934638361,-0.5418737532,5.490,0.026
5.1642494272,-0.2700042751,5.490,0.460
5.4842628561,-0.1692540841,5.490,1.474
5.8374481365,-1.3528318122,5.490,0.312
6.1869595603,0.3211522240,5.490,0.010
6.2305740155,-0.0481989717,5.490,0.941
0.0901055679,-1.2151839731,5.500,-0.046
0.2724477121,-0.5506863741,5.500,0.083
0.2740963678,0.5550891022,5.500,-0.043
0.3782765978,0.3358087126,5.500,1.106
0.5365402087,0.5809177447,5.500,0.029
0.8787741037,-0.4125109280,5.500,0.885
0.8914613819,0.4315163017,5.500,1.190
1.1319984520,0.3690028633,5.500,-0.069
1.2933024935,-0.0902571934,5.500,-0.123
1.3443851798,0.4235071926,5.500,0.030
1.3732867386,0.0899918038,5.500,1.369
1.4496517226,0.2977204987,5.500,-0.004
1.6051837560,-0.7357268509,5.500,0.007
1.8467840406,-1.0328528423,5.500,-0.125
1.9214211210,-0.9130083310,5.500,0.483
2.6173903922,0.9915530915,5.500,1.487
2.7716451173,-0.6904974324,5.500,3.015
2.8204914811,0.3297192760,5.500,1.134
3.0322844145,-0.8575935343,5.500,1.041
3.5656373460,1.2434118596,5.500,1.219
3.6038372464,-0.2168838236,5.500,0.898
4.0692861974,-0.3433142861,5.500,0.197
4.0708305064,-0.0207065745,5.500,1.092
4.2318847232,-0.5854847441,5.500,-0.075
4.3385510726,-1.2389760286,5.500,1.235
4.3447637839,-1.1431103546,5.500,0.949
4.7589528875,0.0580192045,5.500,1.204
5.1649328061,0.4498050078,5.500,0.939
5.3322303414,0.4266649207,5.500,-0.090
5.6157156141,-0.7426014756,5.500,0.392
5.7565252866,-0.6701208346,5.500,0.996
6.1438190260,-1.5268526680,5.500,1.278
0.1557097187,-0.8377738645,5.510,0.461
0.2051821995,0.2089830932,5.510,0.987
0.2983203306,0.0986079447,5.510,0.334
0.3789956904,-0.2278791228,5.510,0.321
0.5977057341,-0.1120870721,5.510,0.962
0.7952456840,-1.2549346074,5.510,-0.125
0.8550240061,-1.3506833279,5.510,0.438
1.0871920027,0.3422453948,5.510,1.077
1.1703372856,1.4627218752,5.510,-0.106
1.2975316426,0.2993881402,5.510,1.304
1.6503344923,-0.3484894427,5.510,-0.163
2.2134248618,-1.2233620424,5.510,-0.024
2.5221060811,-0.7538241863,5.510,0.985
2.7933597108,-1.1362129895,5.510,-0.158
2.8057541165,0.4594680019,5.510,0.160
2.8939653738,-0.1972827597,5.510,0.938
3.1804692058,-0.7196272548,5.510,-0.097
3.6084534279,0.6726969669,5.510,1.036
3.7967192999,-0.7910068737,5.510,-0.087
3.9163189395,-0.0029253754,5.510,1.131
4.0148804059,0.5169003575,5.510,1.015
4.4131325414,0.0212222833,5.510,0.055
4.5393926316,0.8070538569,5.510,1.586
4.6704203480,0.5117679391,5.510,1.071
4.9374610667,0.9245902114,5.510,0.843
4.9412614799,-0.8132382421,5.510,1.641
4.9715559615,-0.2241092979,5.510,-0.038
4.9773488824,0.9714206168,5.510,0.862
5.0320404367,-0.2143715253,5.510,1.442
5.1749897122,-0.5569096295,5.510,0.024
5.2300229527,0.5407669747,5.510,-0.060
5.2540457331,0.1270244652,5.510,1.063
5.2820597509,0.4695663261,5.510,0.087
5.2874731018,0.4679051511,5.510,1.397
5.4909465359,0.1891812288,5.510,0.934
5.5818312764,1.0231731269,5.510,1.114
5.6858807980,0.7182897295,5.510,1.615
5.8903362257,0.0773475820,5.510,0.385
6.0196230398,-0.5142143315,5.510,0.271
0.4471859621,-0.9379544958,5.520,0.551
0.7482798191,0.2632317900,5.520,-0.099
0.9945495654,-0.5265288718,5.520,0.973
1.0847650741,0.6639185914,5.520,0.520
1.2874081123,0.9644533862,5.520,0.015
1.3791107586,0.1979439616,5.520,-0.012
1.4301233982,0.2770544751,5.520,0.015
1.5548660950,-0.5477269120,5.520,0.382
1.7304453698,-0.0909516049,5.520,-0.082
2.1063786258,-0.7209925169,5.520,-0.152
2.1164813754,-0.9269080807,5.520,1.347
2.1536082467,-0.8760867221,5.520,1.651
2.1982795000,0.9288592042,5.520,0.125
2.2108924260,-0.2187700798,5.520,1.167
2.6970857667,-0.5060058597,5.520,0.277
2.7233394201,0.5884993791,5.520,1.186
2.7475942675,1.4704749571,5.520,0.244
2.9099152741,0.0341303568,5.520,0.955
3.2302903665,0.4645976147,5.520,1.091
3.5467739918,-0.2681351355,5.520,1.228
3.9327959696,-0.0480825382,5.520,1.692
3.9405214963,0.6144570455,5.520,1.023
3.9984775286,-0.3909435654,5.520,1.357
4.5676086268,0.3504791644,5.520,-0.119
4.7464478683,-0.2993965606,5.520,1.132
4.8148416598,-0.6324721875,5.520,1.015
5.0492538941,-1.1634547697,5.520,0.170
5.4585724434,-0.6617124685,5.520,1.380
5.7193865862,-1.2152625647,5.520,1.378
5.7268559181,0.5025420474,5.520,0.426
5.8060460570,1.2240443033,5.520,0.391
5.8777824656,1.1367725561,5.520,0.302
5.9589024234,-0.8124041232,5.520,1.302
0.0058262584,-0.8785528998,5.530,1.615
0.4886423515,0.9625034360,5.530,-0.175
0.6806819339,-0.1366871552,5.530,1.607
0.8628652914,-1.0921454009,5.530,0.641
0.9627187549,-0.0909439774,5.530,-0.145
1.1662760912,0.4013617889,5.530,-0.098
1.1717063982,0.0240998680,5.530,-0.099
1.2351078555,-1.2379799670,5.530,-0.114
1.2397640997,-0.3257933843,5.530,0.025
1.4448145741,-0.3641395450,5.530,0.012
1.4707114819,0.2974097652,5.530,0.237
1.6861225136,0.9823602460,5.530,0.238
2.1409248769,-0.2408416001,5.530,0.488
2.6211855561,-1.4349166843,5.530,0.035
3.1227237086,0.2730884873,5.530,0.116
3.4312156058,0.3947269232,5.530,1.461
3.6370314179,-0.6224585571,5.530,0.444
3.7231082319,-0.9366427138,5.530,1.438
3.7266549092,0.2261849658,5.530,0.537
3.7323928905,-0.3176619627,5.530,0.001
4.0706329708,-0.2941376213,5.530,-0.148
4.1405607627,-0.0666456258,5.530,0.120
4.1922541486,-0.1468058086,5.530,0.043
4.2740735779,-0.5394239528,5.530,0.466
4.2996307736,0.6526498006,5.530,0.174
4.3467007001,0.9232800152,5.530,-0.060
4.4431677883,-0.8838554096,5.530,0.016
4.5250319857,-0.5700741025,5.530,0.514
4.6375650382,-0.6448217439,5.530,1.553
4.7564449202,-0.5363163966,5.530,0.979
5.0031119808,0.4996632386,5.530,0.296
5.0599529706,0.2159789050,5.530,0.265
5.4150688383,0.5638685329,5.530,0.871
5.5155840126,-0.1016316754,5.530,0.683
5.6329987157,1.0552161526,5.530,0.102
5.7047033204,1.0592872559,5.530,1.575
5.8198892401,0.7930883101,5.530,0.021
5.8621859043,-0.4321899681,5.530,0.979
5.9985129605,-0.2839992307,5.530,1.111
6.0426334446,-1.2011395279,5.530,0.395
6.1374912947,-0.9201655553,5.530,0.409
0.0437933602,0.1945311356,5.540,-0.064
0.4236726877,0.2119097575,5.540,0.347
1.4086492152,0.7160956827,5.540,0.127
1.5292652045,0.2496799602,5.540,1.006
1.5763448178,-0.5918731825,5.540,1.580
1.6151864261,-0.7043065373,5.540,1.665
1.6450623233,-0.6586426744,5.540,1.129
1.7811278431,0.9722216084,5.540,0.650
1.9016911439,0.8244929056,5.540,0.576
1.9444546655,-1.3804540006,5.540,1.281
2.4125997484,-1.0369686721,5.540,0.846
3.0128043191,0.3213116501,5.540,1.056
3.0601299785,-0.7521612791,5.540,0.044
3.1448251480,-0.1823173369,5.540,0.760
3.2325576136,1.0099193780,5.540,1.452
4.0191740385,-0.1016628687,5.540,1.047
4.1359270191,-1.1421834517,5.540,0.231
4.1767600942,0.2515801372,5.540,1.141
4.5053179239,1.0973642005,5.540,0.216
4.6023133091,-0.1962098976,5.540,0.013
4.6337498305,0.2784224228,5.540,0.387
5.2011970836,0.4361955133,5.540,0.680
5.2262026557,0.2930261750,5.540,-0.048
5.4787755118,0.2193627211,5.540,0.131
5.4952679430,1.0373991682,5.540,1.411
5.7462327351,0.2107745435,5.540,0.054
6.1006428000,-0.7125195128,5.540,0.445
0.0248680747,0.2338089558,5.550,0.901
0.1469745260,-0.5158892744,5.550,1.262
0.2176686821,0.4836357313,5.550,0.398
0.2866491988,0.3746426462,5.550,-0.048
0.4281558394,1.0119005590,5.550,1.388
0.6434282920,0.5550370456,5.550,1.114
0.8396753688,0.1162543375,5.550,1.011
0.8822561585,0.4818426899,5.550,1.100
0.9592854820,0.0533523289,5.550,0.931
0.9648656097,0.6558981849,5.550,-0.062
1.1353012282,0.8887379373,5.550,-0.031
1.3886779982,0.7468632302,5.550,1.492
1.5484333138,-0.6973961666,5.550,1.515
1.6606981968,-0.5959277401,5.550,-0.182
1.6897398867,-0.0048170992,5.550,1.376
1.6900932818,0.0507591979,5.550,1.035
1.8596190998,0.6016842388,5.550,0.909
1.9547077797,-0.5088663836,5.550,-0.048
2.0160893424,0.2479851664,5.550,1.642
2.1796421564,1.3222074666,5.550,0.902
2.3194270363,-0.1252662175,5.550,0.150
2.7885773847,0.9366885405,5.550,1.270
2.9853247292,-1.2611157119,5.550,0.017
3.3586647513,-1.2563972460,5.550,1.154
3.5975473044,-0.2823780828,5.550,0.805
3.7531635973,-0.7515185881,5.550,0.907
3.8236555827,-0.8071353877,5.550,1.489
3.8472527140,0.2035169512,5.550,0.941
4.3010339517,1.3781792376,5.550,0.249
4.3715909316,-0.3477459764,5.550,0.436
4.3952961542,-1.0182502372,5.550,-0.096
4.5453912285,0.6976892363,5.550,0.667
5.1108579419,0.8780176517,5.550,1.274
5.4635127865,-0.0961163160,5.550,-0.076
5.4904742728,0.7761777735,5.550,0.973
5.5258225394,-0.7223213542,5.550,1.350
5.7686457928,1.0122973616,5.550,0.017
5.7738734337,-0.1138374581,5.550,0.959
5.8755251037,-0.2922054300,5.550,0.618
6.0271587022,-0.5035966094,5.550,1.349
6.0895786629,1.2372303917,5.550,0.263
6.1724689147,0.7022583764,5.550,0.096
6.2266015032,1.0027153710,5.550,1.630
0.2477608991,1.0535302337,5.560,-0.054
0.2964994280,0.3619657978,5.560,0.121
0.3116532927,1.1205481003,5.560,-0.052
0.7840280616,-0.0430215202,5.560,-0.072
0.9423080523,-0.1953683509,5.560,0.915
0.9814930192,-0.0051787419,5.560,1.411
1.2222253789,-0.4272979341,5.560,0.926
1.4322850908,-0.6497994600,5.560,0.026
1.6125769283,-0.2545496145,5.560,1.150
1.6695707113,-1.2214519769,5.560,1.510
1.8498555953,-0.7611038523,5.560,0.624
2.2110368861,0.2208646472,5.560,1.608
2.2701987685,-0.9252932441,5.560,-0.125
2.3620751170,-0.7306690762,5.560,-0.135
2.4107744283,-0.7611950173,5.560,-0.107
2.4515312772,-0.7364392389,5.560,1.637
2.5069217267,-0.1032353182,5.560,1.159
2.5468907522,-0.9405803120,5.560,-0.042
2.5784033332,-1.0951088691,5.560,1.316
3.0470977903,0.7614073651,5.560,0.348
3.1074373952,-0.9946237197,5.560,0.069
3.2587981183,-0.5729937005,5.560,0.007
3.5820064248,-1.4972489071,5.560,0.183
3.7747351583,-1.1902330952,5.560,0.435
4.0257016418,0.6908268459,5.560,1.626
4.4780822711,0.3854411834,5.560,1.299
4.6359119298,0.4287236830,5.560,1.436
4.7806588107,0.7358193873,5.560,-0.111
4.9546266050,-0.2858261942,5.560,0.445
4.9623048976,0.0442501405,5.560,0.004
5.0103095756,-0.3366790544,5.560,-0.087
5.2120676507,0.4244534005,5.560,-0.018
5.8844887910,-1.1779062879,5.560,0.208
6.0893270457,-0.0610233483,5.560,0.062
6.1060326878,-0.0894368152,5.560,0.386
6.1197445747,1.0495273076,5.560,1.679
6.1298021654,0.5652228121,5.560,-0.075
6.1391930112,1.5238034039,5.560,0.250
0.0281094365,1.1204345074,5.570,-0.023
0.0394459194,0.3178587193,5.570,1.043
0.1503708685,-0.9140828601,5.570,0.472
0.1629422368,-0.4322703575,5.570,0.715
0.2095169891,-0.3791290097,5.570,-0.058
0.3046473717,0.3431039462,5.570,0.697
0.3128053777,1.1347930719,5.570,-0.072
0.4465479687,1.1875747494,5.570,-0.049
0.5220588693,-0.7335711659,5.570,1.052
0.5857410326,-1.1840565130,5.570,1.556
0.5921598637,0.4370835616,5.570,0.520
0.6150973366,0.8753081992,5.570,-0.089
0.9145544953,-0.2212158890,5.570,0.171
1.2619344821,0.5486857004,5.570,1.132
1.7174159506,0.2470542045,5.570,1.105
2.0468871249,-0.9845465133,5.570,1.116
2.3414659111,1.1275495676,5.570,0.877
2.5163903916,0.5438748635,5.570,1.594
2.7471032443,-0.5341940585,5.570,-0.041
2.7642317265,0.6106679203,5.570,0.029
2.8422497928,1.0353313920,5.570,1.160
3.3246426257,0.1187978780,5.570,0.002
3.4406596809,-0.1568071010,5.570,1.178
3.5760791377,0.1875577714,5.570,0.348
3.7626187662,-0.6071440610,5.570,-0.088
4.1157903991,-1.4741971142,5.570,0.118
4.1189263873,0.5675078884,5.570,1.076
4.1250481366,0.0950735777,5.570,0.035
4.2294095145,-1.0111445964,5.570,-0.024
4.3691710836,-0.8510741441,5.570,0.169
4.4366296319,-0.4040497565,5.570,-0.018
4.5874040514,0.0475516143,5.570,0.844
4.7559490444,0.6364567191,5.570,0.915
5.0890277370,-0.3800749910,5.570,1.228
5.1023357967,0.2547485898,5.570,1.050
5.4445788277,0.1048630361,5.570,-0.010
5.6434873614,-0.7827574821,5.570,1.044
5.7008342259,-0.1983733274,5.570,-0.002
5.7083687856,-0.8256038273,5.570,0.601
5.7724339896,0.7792871189,5.570,-0.029
6.0792692863,0.9977760280,5.570,1.000
6.2707121529,0.9722479716,5.570,0.478
0.0070552932,1.0685394492,5.580,0.407
0.1058580162,0.9079187743,5.580,-0.110
0.2883537042,-0.1717291251,5.580,0.009
0.4313714574,-0.3713255039,5.580,0.346
0.6026866983,0.3473408282,5.580,0.011
0.7698462891,0.3145627645,5.580,0.471
0.9113760349,0.8700184211,5.580,-0.054
1.1342969053,0.2449604704,5.580,0.283
1.1787223321,0.2729318043,5.580,0.324
1.2693881543,-0.9330793318,5.580,0.341
1.7073886332,-0.9045335157,5.580,0.534
1.8974030146,-0.4719020458,5.580,1.220
2.0007914686,0.6117126003,5.580,0.921
2.0123947858,0.8400537262,5.580,1.011
2.1875682556,-0.3504456749,5.580,0.771
2.2098564713,0.4868348652,5.580,1.421
2.5591161644,-0.7811231572,5.580,-0.176
2.7349983454,-0.9577896065,5.580,1.556
2.7466376230,-0.5177315446,5.580,1.420
2.9096031936,-1.2370532490,5.580,-0.070
2.9915217552,0.2872207826,5.580,0.390
3.1200039264,0.1473746078,5.580,0.937
3.2880737023,-0.2239292818,5.580,0.861
3.4198351963,-0.3592497960,5.580,0.554
3.7901213915,0.8699567724,5.580,0.864
4.6835526450,-0.6090348179,5.580,1.098
4.7807944091,-1.1005237500,5.580,0.944
4.8215766354,-0.5368034131,5.580,1.138
4.9468128282,0.6452782647,5.580,-0.138
4.9543676654,0.1154585887,5.580,1.041
5.0410992171,0.2632593812,5.580,1.067
5.3166110147,0.6457683780,5.580,0.056
5.3323707411,0.7992734221,5.580,1.077
5.5897355185,0.4163651608,5.580,1.057
5.7998484057,0.5789665091,5.580,0.985
5.8195406845,-0.4394897004,5.580,0.497
6.0942722804,0.9287503543,5.580,0.556
6.1122557221,0.5308405141,5.580,1.501
0.0204545826,-1.2468089618,5.590,-0.100
0.1382576138,0.9222237116,5.590,1.163
0.2156655318,-0.2366888864,5.590,1.325
0.2394591541,1.4609703567,5.590,0.105
0.2674909404,-0.6792215343,5.590,1.185
0.5367024154,1.1238178203,5.590,0.325
0.7677141730,1.0737464123,5.590,0.445
0.9754815179,-0.1830093012,5.590,0.216
1.0717354853,-0.4826150815,5.590,0.324
1.2075960488,-1.0834507322,5.590,1.500
1.7252739185,-0.6419299938,5.590,-0.130
1.8264797519,-0.4435607144,5.590,-0.162
1.9241008336,-0.2506378198,5.590,0.971
1.9774337497,0.0574279443,5.590,0.321
2.0846944833,-1.0524871498,5.590,0.573
2.1741998536,-0.6187489362,5.590,1.246
2.3195806314,-1.0058956859,5.590,-0.102
2.3995666658,-0.5299762287,5.590,0.179
2.6492278997,-0.2991796799,5.590,1.490
2.6857389372,-0.7524527877,5.590,1.520
2.7532451291,-0.2371635334,5.590,-0.028
3.1314133155,-1.0899362712,5.590,-0.152
3.1363323173,-1.1229371669,5.590,0.174
3.1488273614,0.6290530613,5.590,1.019
3.4321225696,-0.7258552549,5.590,1.050
3.8974327506,-1.2774077195,5.590,0.820
3.9506875486,0.8403930073,5.590,-0.005
4.0096305697,-0.7118887629,5.590,-0.099
4.1752724085,-0.5927885255,5.590,0.072
5.0462582126,0.0843830990,5.590,0.101
5.0599998816,-0.6182209616,5.590,-0.122
5.0642291531,-0.3909979998,5.590,0.276
5.1197506221,-0.7901410676,5.590,-0.020
5.3236901224,1.2021883276,5.590,1.472
5.3977704682,0.4618481058,5.590,-0.050
5.4244104572,1.1633919244,5.590,0.218
5.4912444267,0.8807244059,5.590,-0.144
5.6082881721,0.8153190657,5.590,0.335
6.2481215472,0.0511448553,5.590,1.527
6.2808507106,-0.5146132557,5.590,1.599
0.3153639282,1.3905729797,5.600,0.008
0.3651085878,0.6582499248,5.600,0.276
0.6022432927,0.0306794301,5.600,0.588
0.9796696664,0.6363488441,5.600,0.062
1.3586567063,-0.2068056120,5.600,1.350
1.4182068451,-0.1802730840,5.600,1.543
1.4569342479,0.2496794395,5.600,-0.118
1.4626760585,0.1787233365,5.600,0.149
1.5313889723,0.4881312664,5.600,0.978
1.5375108573,0.2473443398,5.600,-0.053
1.6708506100,-0.9838415641,5.600,0.242
1.7121046641,-0.1024302294,5.600,0.256
1.7772330975,-0.9693556591,5.600,1.549
1.9509864613,-0.3118006498,5.600,0.314
1.9604897008,-0.0332542628,5.600,1.493
2.0210902382,-0.6291927569,5.600,-0.130
2.0515310138,-0.1602812878,5.600,1.446
2.0978354094,0.3020938562,5.600,1.317
2.2098201658,-0.0695946370,5.600,0.218
2.3941684637,-0.1499154745,5.600,-0.057
2.4670254745,-0.0893153695,5.600,1.523
2.7302964867,-0.1232172607,5.600,1.528
3.1946281812,0.3585266477,5.600,0.961
3.4920374448,0.7007592564,5.600,1.204
3.5522769213,0.9660124013,5.600,-0.014
4.3867773828,0.2748071308,5.600,1.637
4.5174391382,-0.5855303934,5.600,-0.056
4.9287368188,-0.7580680831,5.600,-0.077
5.0885980385,0.3507716043,5.600,-0.006
5.2010135359,0.8207819017,5.600,-0.078
5.2130655394,0.0047757000,5.600,0.098
5.3339806134,-0.7339030637,5.600,0.002
5.4446483368,0.8348236092,5.600,1.466
5.5355217064,0.5271878255,5.600,-0.048
5.7643145609,0.0105542719,5.600,1.279
5.8867034072,0.1593317019,5.600,1.578
6.0056510700,0.7261246157,5.600,-0.149
6.0578248327,-0.5030684072,5.600,0.882
6.1318815749,-0.9922019714,5.600,1.063
6.1403947307,1.2280098631,5.600,0.163
0.6962457547,-0.2071892152,5.600,0.650
2.5490366843,-0.4846610624,5.600,0.650
0.0949947318,-0.3500785517,5.610,1.580
0.5396331338,-0.0716198695,5.610,1.589
0.8523342985,0.5333148380,5.610,0.012
1.0450254686,-0.2194651127,5.610,1.479
1.1742375527,-0.2277370103,5.610,-0.202
1.3259608368,-0.4256535278,5.610,0.094
1.6752190784,-0.4464138469,5.610,1.561
1.7455405585,-1.4104632700,5.610,0.214
2.0489733912,-0.5810017791,5.610,1.617
2.2016612101,-0.0654714927,5.610,0.478
2.2273755425,-0.5612854099,5.610,1.509
2.4514655502,-0.9689140454,5.610,0.190
2.5394796230,0.6939054056,5.610,0.951
2.7281819661,0.1533244614,5.610,1.630
2.8359435111,-0.5944274275,5.610,0.038
3.3859740037,0.6687213735,5.610,0.337
3.5770928844,-0.6990341833,5.610,1.301
3.6156485325,0.5443717938,5.610,1.032
3.7293822243,-0.7302020365,5.610,0.929
3.8719078854,-0.4472278245,5.610,-0.043
4.1309193708,-0.6053230087,5.610,-0.117
4.1842603480,0.6395544959,5.610,1.529
4.2578618989,-1.0107611781,5.610,0.137
4.3274878813,0.7958401352,5.610,0.125
4.5967496378,-0.1002657351,5.610,0.187
4.6562508826,0.3088711543,5.610,0.036
4.8037983993,0.5211365580,5.610,0.231
5.7643388095,0.2289841160,5.610,0.336
5.9837569728,1.0768112576,5.610,0.775
0.2562629233,-0.1986180402,5.620,0.949
0.4128995673,-0.2736040823,5.620,0.066
0.7957623514,0.0759721593,5.620,-0.107
0.8655688136,-0.0162365933,5.620,1.050
0.9264608644,1.4819772133,5.620,0.894
1.0335311323,0.3923146042,5.620,0.345
1.0663027704,-0.2232676695,5.620,1.062
1.4941798715,1.1466402878,5.620,1.249
1.5383026885,-0.6567859515,5.620,1.046
1.5477892178,-0.2054984196,5.620,1.523
1.6387379968,-0.0089393908,5.620,0.506
1.6755896364,-0.6406713393,5.620,1.027
1.7217186409,-0.5710063605,5.620,-0.085
1.7694139891,-0.5401616098,5.620,-0.138
2.0270668549,-0.4306439201,5.620,-0.191
2.0582542138,-0.3695501086,5.620,0.956
2.0720950403,-1.0001226418,5.620,1.298
2.1517632322,0.5176042042,5.620,-0.073
2.2829146136,0.2213230361,5.620,0.435
2.5183565154,-0.5616233284,5.620,1.023
2.5801589998,-0.8062351503,5.620,1.166
3.1024850083,-0.0930842015,5.620,1.058
3.9118691492,-0.8356496438,5.620,-0.035
3.9960096599,0.0064950453,5.620,0.181
4.2402814709,0.6357378262,5.620,1.352
4.3706117586,-0.8665830672,5.620,-0.043
4.6942674085,0.3920746148,5.620,1.249
4.8673157984,0.4119942280,5.620,1.015
4.9586063142,1.1389684213,5.620,0.938
5.2560717672,0.5623206083,5.620,0.760
5.7159626223,-1.1294468312,5.620,1.018
5.7851108251,-1.0408458065,5.620,1.468
